Health Status,Name,IP,OS,Protection,Last user,Last active,Group,Tamper protection
Healthy,GJWS-0712,10.58.4.115;,Windows 10 Enterprise,Intercept X Advanced,e006964,"Jul 7, 2023 2:53 PM",,On
Healthy,GJWS-0752,10.69.4.154;,Windows 10 Enterprise,Intercept X Advanced,e022034,"Jul 7, 2023 2:53 PM",,On
Healthy,GJWS-1173,10.27.4.186;,Windows 10 Enterprise,Intercept X Advanced,e100232,"Jul 7, 2023 2:53 PM",,On
Healthy,GJLT-1429,10.27.4.104;,Windows 10 Enterprise,Intercept X Advanced,e003130,"Jul 7, 2023 2:52 PM",,On
Healthy,GJLT-1435,10.54.4.147;,Windows 11 Enterprise,Intercept X Advanced,e103396,"Jul 7, 2023 2:52 PM",,On
Healthy,GJWS-1180,10.35.4.184;,Windows 10 Enterprise,Intercept X Advanced,e102536,"Jul 7, 2023 2:52 PM",,On
Healthy,GJWS-1545,10.59.4.177;,Windows 10 Enterprise,Intercept X Advanced,e008176,"Jul 7, 2023 2:52 PM",,On
Questionable,GJWS-1570,10.33.37.29;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:52 PM",,On
Questionable,p612gjs40,172.24.250.100;,Windows 10 Pro,Intercept X Advanced,e103893,"Jul 7, 2023 2:52 PM",,On
Healthy,GJLT-1532,192.168.0.21;10.243.8.240;2001:8003:1637:5100:5582:a880:f1fb:3233;2001:8003:1637:5100:c:a42b:1fbe:486e;2001:8003:1637:5100:4435:ea10:af6:624c;2001:8003:1637:5100:c421:7393:e9ed:d22d,Windows 10 Enterprise,Intercept X Advanced,e007851,"Jul 7, 2023 2:51 PM",,On
Healthy,GJLT-1581,10.29.4.184;,Windows 11 Enterprise,Intercept X Advanced,e018061,"Jul 7, 2023 2:51 PM",,On
Healthy,GJPC-0084,10.64.5.142;,Windows 10 Enterprise,Intercept X Advanced,e102049,"Jul 7, 2023 2:51 PM",,On
Healthy,GJPC-0359,10.42.4.178;,Windows 10 Enterprise,Intercept X Advanced,e018079,"Jul 7, 2023 2:51 PM",,On
Healthy,GJTA-0607,10.31.4.105;10.31.5.101;,Windows 10 Enterprise,Intercept X Advanced,e100237,"Jul 7, 2023 2:51 PM",,On
Healthy,GJWS-0743,10.49.4.181;,Windows 10 Enterprise,Intercept X Advanced,e104109,"Jul 7, 2023 2:51 PM",,On
Healthy,GJWS-1072,10.25.4.111;,Windows 10 Enterprise,Intercept X Advanced,e017469,"Jul 7, 2023 2:51 PM",,On
Healthy,GJWS-4014,10.55.4.166;,Windows 10 Enterprise,Intercept X Advanced,e016566,"Jul 7, 2023 2:51 PM",,On
Healthy,GJWS-4021,10.64.4.193;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:51 PM",,On
Questionable,GJDC01DMS003,192.168.7.99;,Windows 10 Enterprise,Intercept X Advanced,svc_presezzi,"Jul 7, 2023 2:50 PM",,On
Healthy,GJWS-0556,10.35.4.106;,Windows 10 Enterprise,Intercept X Advanced,e103397,"Jul 7, 2023 2:50 PM",,On
Healthy,GJWS-0618,10.46.4.102;,Windows 10 Enterprise,Intercept X Advanced,e000436,"Jul 7, 2023 2:50 PM",,On
Healthy,GJWS-0736,10.63.4.151;,Windows 10 Enterprise,Intercept X Advanced,e103810,"Jul 7, 2023 2:50 PM",,On
Healthy,GJWS-1203,10.64.34.107;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:50 PM",,On
Healthy,GJEF15PCV002,10.11.29.192;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,Operator,"Jul 7, 2023 2:49 PM",,On
Questionable,GJEF15VPC002,172.24.66.61;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:49 PM",,On
Healthy,GJLT-1054,10.16.4.101;,Windows 10 Enterprise,Intercept X Advanced,e103740,"Jul 7, 2023 2:49 PM",,On
Healthy,GJLT-1400,10.64.5.113;192.168.73.1;192.168.202.1;,Windows 10 Enterprise,Intercept X Advanced,e103688,"Jul 7, 2023 2:49 PM",,On
Healthy,GJLT-1406,10.55.4.83;10.55.5.190;,Windows 10 Enterprise,Intercept X Advanced,e104039,"Jul 7, 2023 2:49 PM",,On
Healthy,GJLT-1428,10.49.5.177;,Windows 10 Enterprise,Intercept X Advanced,e100534,"Jul 7, 2023 2:49 PM",,On
Healthy,GJLT-1662,10.29.4.172;10.29.5.100;,Windows 10 Enterprise,Intercept X Advanced,e103959,"Jul 7, 2023 2:49 PM",,On
Healthy,GJPC-0345,10.64.5.105;10.93.54.154;,Windows 10 Enterprise,Intercept X Advanced,davids91,"Jul 7, 2023 2:49 PM",,On
Healthy,GJPC-0499,10.59.5.100;,Windows 10 Enterprise,Intercept X Advanced,e007644,"Jul 7, 2023 2:49 PM",,On
Healthy,GJWS-0588,10.55.4.54;,Windows 10 Enterprise,Intercept X Advanced,e023847,"Jul 7, 2023 2:49 PM",,On
Healthy,GJWS-0819,10.30.4.108;,Windows 10 Enterprise,Intercept X Advanced,e104148,"Jul 7, 2023 2:49 PM",,On
Healthy,GJWS-0950,10.33.4.109;,Windows 10 Enterprise,Intercept X Advanced,e004794,"Jul 7, 2023 2:49 PM",,On
Healthy,GJWS-1591,10.27.5.175;,Windows 10 Enterprise,Intercept X Advanced,e008457,"Jul 7, 2023 2:49 PM",,On
Healthy,GJWS-4009,10.55.4.144;,Windows 10 Enterprise,Intercept X Advanced,c900177,"Jul 7, 2023 2:49 PM",,On
Healthy,GJLT-0466,10.64.4.129;10.64.5.112;,Windows 10 Enterprise,Intercept X Advanced,e009735,"Jul 7, 2023 2:48 PM",,On
Healthy,GJLT-1151,10.55.4.79;,Windows 10 Enterprise,Intercept X Advanced,e000007,"Jul 7, 2023 2:48 PM",,On
Healthy,GJLT-1441,10.58.12.174;10.58.5.106;,Windows 10 Enterprise,Intercept X Advanced,e103844,"Jul 7, 2023 2:48 PM",,On
Healthy,GJLT-1612,10.33.5.103;,Windows 10 Enterprise,Intercept X Advanced,e103840,"Jul 7, 2023 2:48 PM",,On
Healthy,GJPC-0116,10.56.4.180;10.56.5.177;192.168.255.1;192.168.57.1;,Windows 10 Enterprise,Endpoint Protection,e104362,"Jul 7, 2023 2:48 PM",,On
Healthy,GJPC-0176,192.168.1.150;10.56.4.103;10.56.5.108;192.168.116.1;192.168.218.1;,Windows 10 Enterprise,Intercept X Advanced,e104147,"Jul 7, 2023 2:48 PM",,On
Healthy,GJPC-0406,10.42.5.173;,Windows 10 Enterprise,Intercept X Advanced,e009109,"Jul 7, 2023 2:48 PM",,On
Healthy,GJWS-0451,10.35.4.109;,Windows 10 Enterprise,Intercept X Advanced,e017642,"Jul 7, 2023 2:48 PM",,On
Healthy,GJWS-0951,10.33.4.121;,Windows 10 Enterprise,Intercept X Advanced,e007222,"Jul 7, 2023 2:48 PM",,On
Healthy,GJDC01VPC001,192.168.39.181;,Windows 10 Enterprise,Intercept X Advanced,ad-e101622,"Jul 7, 2023 2:47 PM",,On
Healthy,GJLT-1610,10.56.4.104;10.56.5.174;,Windows 10 Enterprise,Intercept X Advanced,e021731,"Jul 7, 2023 2:47 PM",,On
Healthy,GJLT-1645,10.54.5.133;,Windows 10 Enterprise,Intercept X Advanced,e102086,"Jul 7, 2023 2:47 PM",,On
Healthy,GJPC-0439,10.54.4.207;,Windows 10 Enterprise,Intercept X Advanced,e104314,"Jul 7, 2023 2:47 PM",,On
Healthy,GJTA-GJLT-4064,10.55.4.160;,Windows 10 Enterprise,Intercept X Advanced,e022524,"Jul 7, 2023 2:47 PM",,On
Healthy,GJWS-0488,10.55.4.77;,Windows 10 Enterprise,Intercept X Advanced,e022761,"Jul 7, 2023 2:47 PM",,On
Healthy,GJWS-1091,10.46.4.106;,Windows 10 Enterprise,Intercept X Advanced,e017068,"Jul 7, 2023 2:47 PM",,On
Questionable,GJWS-1205,192.168.58.178;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:47 PM",,On
Questionable,GJWS-1585,10.33.37.50;,Windows 10 Enterprise,Intercept X Advanced,operator,"Jul 7, 2023 2:47 PM",,On
Healthy,GJWS-40,10.12.29.100;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:47 PM",,On
Healthy,GJLT-0773,192.168.1.5;10.243.8.215;,Windows 10 Enterprise,Intercept X Advanced,e007334,"Jul 7, 2023 2:46 PM",,On
Healthy,GJLT-0973,10.31.5.102;,Windows 10 Enterprise,Intercept X Advanced,e100237,"Jul 7, 2023 2:46 PM",,On
Healthy,GJWS-0305,10.29.4.118;,Windows 10 Enterprise,Intercept X Advanced,e006129,"Jul 7, 2023 2:46 PM",,On
Healthy,GJWS-0384,10.54.4.181;,Windows 10 Enterprise,Intercept X Advanced,e024067,"Jul 7, 2023 2:46 PM",,On
Healthy,GJWS-0388,10.54.4.237;,Windows 10 Enterprise,Intercept X Advanced,e104366,"Jul 7, 2023 2:46 PM",,On
Healthy,GJWS-0525,10.55.4.102;,Windows 10 Enterprise,Intercept X Advanced,e104110,"Jul 7, 2023 2:46 PM",,On
Healthy,GJWS-0756,10.20.4.112;,Windows 10 Enterprise,Intercept X Advanced,e023899,"Jul 7, 2023 2:46 PM",,On
Questionable,GJWS-0927,10.46.4.175;,Windows 10 Enterprise,Intercept X Advanced,e006004,"Jul 7, 2023 2:46 PM",,On
Healthy,GJLT-0377,10.27.5.112;,Windows 10 Pro,Intercept X Advanced,e104376,"Jul 7, 2023 2:45 PM",,On
Healthy,GJLT-0767,10.58.4.106;,Windows 10 Enterprise,Intercept X Advanced,e102118,"Jul 7, 2023 2:45 PM",,On
Healthy,GJLT-0882,10.36.4.174;,Windows 10 Enterprise,Intercept X Advanced,e103295,"Jul 7, 2023 2:45 PM",,On
Healthy,GJLT-1165,10.20.4.125;,Windows 10 Enterprise,Intercept X Advanced,e102016,"Jul 7, 2023 2:45 PM",,On
Healthy,GJLT-1601,192.168.1.13;10.243.8.80;,Windows 11 Enterprise,Intercept X Advanced,e103978,"Jul 7, 2023 2:45 PM",,On
Healthy,GJPC-0196,10.35.5.102;,Windows 10 Enterprise,Intercept X Advanced,e008432,"Jul 7, 2023 2:45 PM",,On
Healthy,GJPC-0366,10.20.4.134;10.20.5.109;,Windows 10 Enterprise,Intercept X Advanced,e104249,"Jul 7, 2023 2:45 PM",,On
Healthy,GJWS-1083,10.55.4.56;,Windows 10 Enterprise,Intercept X Advanced,e022990,"Jul 7, 2023 2:45 PM",,On
Questionable,GJDC01TRC002,192.168.39.123;,Windows 10 Enterprise,Intercept X Advanced,e102547,"Jul 7, 2023 2:44 PM",,On
Healthy,GJLT-0572,10.56.4.110;,Windows 10 Enterprise,Intercept X Advanced,e021698,"Jul 7, 2023 2:44 PM",,On
Healthy,GJLT-0782,10.60.4.102;,Windows 10 Enterprise,Intercept X Advanced,e008135,"Jul 7, 2023 2:44 PM",,On
Healthy,GJLT-1549,10.64.4.127;,Windows 10 Pro,Intercept X Advanced,e006303,"Jul 7, 2023 2:44 PM",,On
Healthy,GJPC-0454,10.54.4.188;10.54.5.118;10.152.195.97;,Windows 11 Enterprise,Intercept X Advanced,e103719,"Jul 7, 2023 2:44 PM",,On
Questionable,GJWS-1569,10.33.37.20;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:44 PM",,On
Questionable,GJWS-1573,10.33.37.27;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:44 PM",,On
Healthy,GJWS-4040,10.58.2.102;,Windows 10 Enterprise,Intercept X Advanced,e103726,"Jul 7, 2023 2:44 PM",,On
Healthy,GJLT-0455,10.55.4.174;,Windows 10 Enterprise,Intercept X Advanced,e102955,"Jul 7, 2023 2:43 PM",,On
Healthy,GJLT-0829,10.35.5.106;,Windows 10 Enterprise,Intercept X Advanced,e000912,"Jul 7, 2023 2:43 PM",,On
Healthy,GJPC-0129,10.54.4.164;10.54.5.124;,Windows 10 Enterprise,Intercept X Advanced,e104063,"Jul 7, 2023 2:43 PM",,On
Healthy,GJWS-0841,10.27.4.180;,Windows 10 Enterprise,Intercept X Advanced,e001660,"Jul 7, 2023 2:43 PM",,On
Healthy,GJWS-0900,10.42.4.109;,Windows 10 Enterprise,Intercept X Advanced,e104375,"Jul 7, 2023 2:43 PM",,On
Healthy,GJWS-0979,10.31.4.106;,Windows 10 Enterprise,Intercept X Advanced,e102683,"Jul 7, 2023 2:43 PM",,On
Questionable,GJWS-1556,10.33.37.33;,Windows 10 Enterprise,Intercept X Advanced,operator,"Jul 7, 2023 2:43 PM",,On
Healthy,GJPC-0394,10.30.4.105;,Windows 10 Enterprise,Intercept X Advanced,e104239,"Jul 7, 2023 2:42 PM",,On
Healthy,GJPC-0487,10.55.4.156;,Windows 10 Enterprise,Intercept X Advanced,e100039,"Jul 7, 2023 2:42 PM",,On
Healthy,GJWS-0949,10.33.4.119;,Windows 10 Enterprise,Intercept X Advanced,e023774,"Jul 7, 2023 2:42 PM",,On
Healthy,GJWS-1124,10.20.4.146;,Windows 10 Enterprise,Intercept X Advanced,e103799,"Jul 7, 2023 2:42 PM",,On
Questionable,GJWS-1500,10.64.34.180;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:42 PM",,On
Questionable,GJWS-4024,10.64.34.186;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:42 PM",,On
Healthy,p617gja252,10.54.4.63;172.23.128.1;192.168.153.1;192.168.73.1;,Windows 10 Enterprise,Intercept X Advanced,joel91,"Jul 7, 2023 2:42 PM",,On
Healthy,GJLT-1598,192.168.1.109;10.243.8.205;,Windows 11 Enterprise,Intercept X Advanced,e103163,"Jul 7, 2023 2:41 PM",,On
Healthy,GJLT-1600,10.33.4.103;,Windows 10 Enterprise,Intercept X Advanced,e101793,"Jul 7, 2023 2:41 PM",,On
Healthy,GJPC-0494,192.168.0.141;10.146.143.169;10.243.10.9;2001:8003:7006:9100:fb8d:b5ed:a7c:2651;2001:8003:7006:9100:711a:17b9:7905:6e91,Windows 10 Enterprise,Intercept X Advanced,e101978,"Jul 7, 2023 2:41 PM",,On
Questionable,GJWS-0541,10.33.37.25;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:41 PM",,On
Healthy,GJWS-0591,10.55.4.99;,Windows 10 Enterprise,Intercept X Advanced,e021456,"Jul 7, 2023 2:41 PM",,On
Healthy,GJWS-1069,10.25.4.107;,Windows 10 Enterprise,Intercept X Advanced,e100637,"Jul 7, 2023 2:41 PM",,On
Healthy,GJWS-1077,10.35.4.110;,Windows 10 Enterprise,Intercept X Advanced,e017563,"Jul 7, 2023 2:41 PM",,On
Healthy,GJLT-0869,10.29.4.175;10.29.5.179;,Windows 10 Enterprise,Intercept X Advanced,e104140,"Jul 7, 2023 2:40 PM",,On
Healthy,GJLT-0913,10.42.5.179;,Windows 10 Enterprise,Intercept X Advanced,e103732,"Jul 7, 2023 2:40 PM",,On
Healthy,GJLT-0991,10.36.4.111;10.36.5.105;,Windows 10 Enterprise,Intercept X Advanced,E103757,"Jul 7, 2023 2:40 PM",,On
Healthy,GJLT-1417,10.60.5.178;,Windows 10 Enterprise,Intercept X Advanced,e000971,"Jul 7, 2023 2:40 PM",,On
Healthy,GJPC-0284,10.33.5.110;10.181.235.60;,Windows 10 Enterprise,Intercept X Advanced,e104200,"Jul 7, 2023 2:40 PM",,On
Healthy,GJWS-0439,10.55.4.90;,Windows 10 Enterprise,Intercept X Advanced,e006255,"Jul 7, 2023 2:40 PM",,On
Questionable,GJWS-0953,10.33.4.66;192.168.1.2;10.33.5.98;192.168.56.1;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:40 PM",,On
Questionable,GJWS-1540,10.64.34.100;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:40 PM",,On
Healthy,GJDC01EWS-Lance,10.11.29.193;,Windows 10 Enterprise,Intercept X Advanced,e021380,"Jul 7, 2023 2:39 PM",,On
Healthy,GJDC01TVW001,192.168.7.101;,Windows 10 Enterprise,Intercept X Advanced,ad-e103978,"Jul 7, 2023 2:39 PM",,On
Healthy,GJWS-0543,10.51.4.103;,Windows 10 Enterprise,Intercept X Advanced,e017779,"Jul 7, 2023 2:39 PM",,On
Healthy,GJWS-0861,10.29.4.201;,Windows 10 Enterprise,Intercept X Advanced,e023943,"Jul 7, 2023 2:39 PM",,On
Questionable,GJWS-0867,172.24.66.88;192.168.40.1;192.168.80.1;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:39 PM",,On
Healthy,GJWS-1634,10.35.4.175;,Windows 10 Enterprise,Intercept X Advanced,e002797,"Jul 7, 2023 2:39 PM",,On
Healthy,GJWS-4003,10.63.4.107;,Windows 10 Enterprise,Intercept X Advanced,e103599,"Jul 7, 2023 2:39 PM",,On
Healthy,GJDC01TVW004,192.168.39.174;,Windows 10 Enterprise,Intercept X Advanced,ad-e101622,"Jul 7, 2023 2:38 PM",,On
Healthy,GJLT-0614,10.18.5.105;,Windows 10 Enterprise,Intercept X Advanced,e103389,"Jul 7, 2023 2:38 PM",,On
Healthy,GJLT-0637,10.16.5.103;,Windows 10 Enterprise,Intercept X Advanced,e006828,"Jul 7, 2023 2:38 PM",,On
Healthy,GJLT-1438,192.168.0.158;2001:8003:f365:1600:fb6e:28b6:8511:9bcc;2001:8003:f365:1600:8c62:af7e:8133:a1e4,Windows 10 Enterprise,Intercept X Advanced,e101608,"Jul 7, 2023 2:38 PM",,On
Healthy,GJPC-0073,10.19.4.102;10.19.5.179;,Windows 10 Enterprise,Intercept X Advanced,e104216,"Jul 7, 2023 2:38 PM",,On
Healthy,GJPC-0458,10.25.4.182;,Windows 10 Enterprise,Intercept X Advanced,e104323,"Jul 7, 2023 2:38 PM",,On
Questionable,GJWS-0796,10.64.4.104;,Windows 10 Enterprise,Intercept X Advanced,e103809,"Jul 7, 2023 2:38 PM",,On
Healthy,GJWS-1592,172.24.36.63;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:38 PM",,On
Healthy,GJWS-1632,10.20.4.124;,Windows 10 Enterprise,Intercept X Advanced,e104390,"Jul 7, 2023 2:38 PM",,On
Healthy,GJPC-0150,10.16.4.100;,Windows 10 Enterprise,Intercept X Advanced,e017968,"Jul 7, 2023 2:37 PM",,On
Healthy,GJPC-0160,192.168.20.21;10.243.10.237;,Windows 10 Enterprise,Intercept X Advanced,e103175,"Jul 7, 2023 2:37 PM",,On
Healthy,GJPC-0452,10.54.4.139;10.54.5.120;,Windows 10 Enterprise,Intercept X Advanced,e103429,"Jul 7, 2023 2:37 PM",,On
Healthy,GJWS-0978,10.31.4.126;,Windows 10 Enterprise,Intercept X Advanced,e100835,"Jul 7, 2023 2:37 PM",,On
Healthy,GJWS-1044,10.20.4.126;,Windows 10 Enterprise,Intercept X Advanced,e104196,"Jul 7, 2023 2:37 PM",,On
Healthy,GJDC01EWS-Brent,10.11.29.116;,Windows 10 Enterprise,Intercept X Advanced,e104161,"Jul 7, 2023 2:36 PM",,On
Healthy,GJDC01EWS-Marty,10.11.29.112;,Windows 10 Enterprise,Intercept X Advanced,e022722,"Jul 7, 2023 2:36 PM",,On
Healthy,GJDC01EWS48T,192.168.39.101;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,SVC_GJDC01EWS48T,"Jul 7, 2023 2:36 PM",,On
Healthy,GJLT-1009,10.41.5.103;,Windows 10 Enterprise,Intercept X Advanced,e102917,"Jul 7, 2023 2:36 PM",,On
Healthy,GJPC-0071,10.19.4.178;10.19.5.109;,Windows 10 Enterprise,Intercept X Advanced,e102292,"Jul 7, 2023 2:36 PM",,On
Healthy,GJPC-0425,10.54.4.216;,Windows 10 Enterprise,Intercept X Advanced,ad-e102616,"Jul 7, 2023 2:36 PM",,On
Healthy,GJPC-0427,10.55.4.155;10.55.5.195;,Windows 10 Enterprise,Intercept X Advanced,e023419,"Jul 7, 2023 2:36 PM",,On
Healthy,GJPC-NG4mnhSe53,10.18.4.176;,Windows 10 Enterprise,Intercept X Advanced,e104048,"Jul 7, 2023 2:36 PM",,On
Healthy,GJWS-0482,10.64.34.105;,Windows 10 Enterprise,Intercept X Advanced,e005991,"Jul 7, 2023 2:36 PM",,On
Healthy,GJWS-0792,10.56.4.107;,Windows 10 Enterprise,Intercept X Advanced,e019995,"Jul 7, 2023 2:36 PM",,On
Healthy,GJWS-0844,10.16.4.180;,Windows 10 Enterprise,Intercept X Advanced,e104208,"Jul 7, 2023 2:36 PM",,On
Healthy,GJWS-1015,10.43.4.173;,Windows 10 Enterprise,Intercept X Advanced,e103997,"Jul 7, 2023 2:36 PM",,On
Questionable,GJWS-1541,10.64.34.111;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:36 PM",,On
Healthy,GJDC01EWS-DaveM,10.11.29.104;,Windows 10 Enterprise,Intercept X Advanced,david,"Jul 7, 2023 2:35 PM",,On
Healthy,GJLT-0606,10.64.4.106;192.168.23.1;192.168.157.1;,Windows 10 Enterprise,Intercept X Advanced,e104161,"Jul 7, 2023 2:35 PM",,On
Healthy,GJLT-1027,10.54.4.140;,Windows 10 Enterprise,Intercept X Advanced,e103488,"Jul 7, 2023 2:35 PM",,On
Healthy,GJPC-0137,10.27.4.178;,Windows 10 Enterprise,Intercept X Advanced,e001409,"Jul 7, 2023 2:35 PM",,On
Healthy,GJPC-0165,10.18.5.101;,Windows 10 Enterprise,Intercept X Advanced,e104156,"Jul 7, 2023 2:35 PM",,On
Healthy,GJPC-0173,10.55.4.88;10.55.5.134;,Windows 10 Enterprise,Intercept X Advanced,e018430,"Jul 7, 2023 2:35 PM",,On
Healthy,GJPC-0201,10.69.4.101;,Windows 10 Enterprise,Intercept X Advanced,e002450,"Jul 7, 2023 2:35 PM",,On
Healthy,GJPC-0443,10.18.4.177;,Windows 10 Enterprise,Intercept X Advanced,e102960,"Jul 7, 2023 2:35 PM",,On
Healthy,GJPC-0503,10.54.4.167;10.54.5.176;,Windows 10 Enterprise,Intercept X Advanced,e104035,"Jul 7, 2023 2:35 PM",,On
Healthy,GJWS-0492,10.41.4.178;,Windows 10 Enterprise,Intercept X Advanced,e103264,"Jul 7, 2023 2:35 PM",,On
Healthy,GJWS-0620,10.31.4.113;,Windows 10 Enterprise,Intercept X Advanced,e017696,"Jul 7, 2023 2:35 PM",,On
Healthy,GJWS-0755,10.34.4.101;,Windows 10 Enterprise,Intercept X Advanced,e102888,"Jul 7, 2023 2:35 PM",,On
Questionable,GJWS-1676,10.51.5.108;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:35 PM",,On
Questionable,GJWS-1688,10.51.5.110;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:35 PM",,On
Healthy,GJDC01EWS-DonG,10.11.29.102;,Windows 10 Enterprise,Intercept X Advanced,e006085,"Jul 7, 2023 2:34 PM",,On
Healthy,GJLT-0941,10.34.4.103;,Windows 10 Enterprise,Intercept X Advanced,e104305,"Jul 7, 2023 2:34 PM",,On
Healthy,GJLT-1078,10.48.4.178;,Windows 10 Enterprise,Intercept X Advanced,e102999,"Jul 7, 2023 2:34 PM",,On
Healthy,GJWS-0576,10.55.4.181;,Windows 10 Enterprise,Intercept X Advanced,e101015,"Jul 7, 2023 2:34 PM",,On
Healthy,GJWS-1133,10.20.4.111;,Windows 10 Enterprise,Intercept X Advanced,e011634,"Jul 7, 2023 2:34 PM",,On
Questionable,GJWS-1559,10.33.37.31;,Windows 10 Enterprise,Intercept X Advanced,operator,"Jul 7, 2023 2:34 PM",,On
Questionable,GJWS-1565,10.33.37.30;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:34 PM",,On
Questionable,GJWS-1675,10.68.5.170;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:34 PM",,On
Healthy,GJWS-4050,10.65.4.183;,Windows 10 Enterprise,Intercept X Advanced,e100906,"Jul 7, 2023 2:34 PM",,On
Healthy,GJLT-1655,10.47.4.106;,Windows 10 Enterprise,Intercept X Advanced,e103238,"Jul 7, 2023 2:33 PM",,On
Healthy,GJPC-0117,10.54.4.101;10.54.5.131;,Windows 10 Enterprise,Intercept X Advanced,e103851,"Jul 7, 2023 2:33 PM",,On
Healthy,GJPC-0126,10.55.4.165;,Windows 10 Enterprise,Intercept X Advanced,e022282,"Jul 7, 2023 2:33 PM",,On
Healthy,GJWS-0534,10.65.4.179;,Windows 10 Enterprise,Intercept X Advanced,e021763,"Jul 7, 2023 2:33 PM",,On
Healthy,GJWS-0539,10.55.4.63;,Windows 10 Enterprise,Intercept X Advanced,e016946,"Jul 7, 2023 2:33 PM",,On
Healthy,GJWS-0734,10.63.4.109;,Windows 10 Enterprise,Intercept X Advanced,e101032,"Jul 7, 2023 2:33 PM",,On
Healthy,GJWS-0834,10.27.4.179;,Windows 10 Enterprise,Intercept X Advanced,e003174,"Jul 7, 2023 2:33 PM",,On
Healthy,GJWS-0879,10.29.4.178;,Windows 10 Enterprise,Intercept X Advanced,e018793,"Jul 7, 2023 2:33 PM",,On
Healthy,GJWS-0880,10.29.4.185;,Windows 10 Enterprise,Intercept X Advanced,e006407,"Jul 7, 2023 2:33 PM",,On
Healthy,GJWS-1093,10.46.4.177;,Windows 10 Enterprise,Intercept X Advanced,e003884,"Jul 7, 2023 2:33 PM",,On
Questionable,GJWS-4038,10.60.5.110;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 2:33 PM",,On
Healthy,GJWS-4041,10.65.4.102;,Windows 10 Enterprise,Intercept X Advanced,e020225,"Jul 7, 2023 2:33 PM",,On
Healthy,GJDC01TVW007,192.168.39.105;,Windows 10 Enterprise,Intercept X Advanced,ad-e102547,"Jul 7, 2023 2:32 PM",,On
Healthy,GJLT-0346,10.67.4.178;,Windows 10 Enterprise,Intercept X Advanced,e104243,"Jul 7, 2023 2:32 PM",,On
Healthy,GJLT-1156,192.168.239.190;10.243.8.216;,Windows 10 Enterprise,Intercept X Advanced,e102646,"Jul 7, 2023 2:32 PM",,On
Healthy,GJPC-0122,192.168.0.28;10.243.10.85;2001:8003:e82e:f001:7a9f:cb4b:e322:f3ef;2001:8003:e82e:f001:b1cd:dc55:58e9:70c9,Windows 10 Enterprise,Intercept X Advanced,e016419,"Jul 7, 2023 2:32 PM",,On
Healthy,GJWS-0906,10.42.4.184;,Windows 10 Pro,Intercept X Advanced,e103289,"Jul 7, 2023 2:32 PM",,On
Healthy,GJWS-0966,10.31.4.128;,Windows 10 Enterprise,Intercept X Advanced,e016515,"Jul 7, 2023 2:32 PM",,On
Healthy,GJWS-1094,10.55.4.158;,Windows 10 Enterprise,Intercept X Advanced,e023642,"Jul 7, 2023 2:32 PM",,On
Healthy,GJDC00PV003,192.168.7.12;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,svc_presezzi,"Jul 7, 2023 2:31 PM",,On
Healthy,GJDC01EWS-MikeS,10.11.29.107;,Windows 10 Enterprise,Intercept X Advanced,e009753,"Jul 7, 2023 2:31 PM",,On
Questionable,GJLT-1201,10.20.4.121;,Windows 10 Enterprise,Intercept X Advanced,e011735,"Jul 7, 2023 2:31 PM",,On
Healthy,GJLT-1683,10.55.4.163;10.55.5.199;,Windows 10 Enterprise,Intercept X Advanced,e104347,"Jul 7, 2023 2:31 PM",,On
Healthy,GJWS-0398,10.35.4.103;,Windows 10 Enterprise,Intercept X Advanced,e100737,"Jul 7, 2023 2:31 PM",,On
Questionable,GJWS-0413,10.55.4.81;,Windows 10 Enterprise,Intercept X Advanced,TeamsRoom,"Jul 7, 2023 2:31 PM",,On
