Health Status,Name,IP,OS,Protection,Last user,Last active,Group,Tamper protection
Healthy,GJWS-0930,10.34.4.186;,Windows 10 Enterprise,Intercept X Advanced,e023363,"Jul 7, 2023 1:13 PM",,On
Healthy,GJLT-0891,10.64.4.123;,Windows 10 Enterprise,Intercept X Advanced,e009322,"Jul 7, 2023 1:12 PM",,On
Healthy,GJWS-0578,10.55.4.193;,Windows 10 Enterprise,Intercept X Advanced,e023575,"Jul 7, 2023 1:12 PM",,On
Questionable,GJWS-1504,10.64.34.182;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 1:12 PM",,On
Healthy,GJDC01EWS-EElec,10.11.29.101;,Windows 10 Enterprise,Intercept X Advanced,e023609,"Jul 7, 2023 1:11 PM",,On
Healthy,GJLT-0349,10.64.4.183;,Windows 10 Enterprise,Intercept X Advanced,e004659,"Jul 7, 2023 1:11 PM",,On
Healthy,GJLT-0529,10.54.5.103;,Windows 10 Enterprise,Intercept X Advanced,c900305,"Jul 7, 2023 1:11 PM",,On
Healthy,GJPC-0482,10.54.4.201;10.54.5.188;,Windows 10 Enterprise Evaluation,Intercept X Advanced,e104035,"Jul 7, 2023 1:11 PM",,On
Questionable,GJWS-1584,10.33.37.17;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 1:11 PM",,On
Healthy,GJDC01EWS-SamM,10.11.29.106;,Windows 10 Enterprise,Intercept X Advanced,e103914,"Jul 7, 2023 1:09 PM",,On
Healthy,GJLT-1161,10.49.5.120;,Windows 10 Enterprise,Intercept X Advanced,e101382,"Jul 7, 2023 1:09 PM",,On
Healthy,GJLT-1646,10.30.4.109;10.156.161.90;,Windows 10 Enterprise,Intercept X Advanced,e100950,"Jul 7, 2023 1:09 PM",,On
Healthy,GJWS-0339,10.55.4.64;,Windows 10 Enterprise,Intercept X Advanced,e100904,"Jul 7, 2023 1:09 PM",,On
Healthy,GJWS-0825,10.23.4.178;,Windows 10 Enterprise,Intercept X Advanced,e007888,"Jul 7, 2023 1:08 PM",,On
Healthy,P617GJA79,192.168.39.78;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,diaz,"Jul 7, 2023 1:08 PM",,On
Healthy,GJLT-0335,10.54.4.115;10.54.5.175;,Windows 10 Enterprise,Intercept X Advanced,e017699,"Jul 7, 2023 1:07 PM",,On
Healthy,GJWS-0908,10.42.4.112;,Windows 10 Enterprise,Intercept X Advanced,e100589,"Jul 7, 2023 1:06 PM",,On
Healthy,GJWS-0968,10.31.4.109;,Windows 10 Enterprise,Intercept X Advanced,e102791,"Jul 7, 2023 1:06 PM",,On
Healthy,GJLT-0971,10.0.1.9;10.243.8.208;,Windows 10 Enterprise,Intercept X Advanced,e102791,"Jul 7, 2023 1:05 PM",,On
Healthy,GJLT-1405,10.55.4.159;,Windows 10 Enterprise,Intercept X Advanced,e104055,"Jul 7, 2023 1:05 PM",,On
Healthy,GJWS-1120,10.20.4.100;,Windows 10 Enterprise,Intercept X Advanced,e103743,"Jul 7, 2023 1:05 PM",,On
Healthy,GJWS-0590,10.59.4.108;,Windows 10 Enterprise,Intercept X Advanced,e007645,"Jul 7, 2023 1:03 PM",,On
Healthy,GJWS-0817,10.30.4.180;,Windows 10 Enterprise,Intercept X Advanced,e000272,"Jul 7, 2023 1:03 PM",,On
Healthy,GJLT-0361,10.54.4.241;,Windows 10 Enterprise,Intercept X Advanced,e104285,"Jul 7, 2023 1:01 PM",,On
Healthy,GJLT-0701,10.27.5.105;,Windows 10 Enterprise,Intercept X Advanced,e022123,"Jul 7, 2023 1:01 PM",,On
Healthy,GJLT-0806,10.69.4.102;,Windows 10 Enterprise,Intercept X Advanced,e000876,"Jul 7, 2023 1:00 PM",,On
Healthy,GJPC-0424,10.64.4.119;10.64.5.107;10.74.29.166;192.168.109.1;192.168.75.1;,Windows 11 Enterprise,Intercept X Advanced,e102547,"Jul 7, 2023 1:00 PM",,On
Questionable,GJWS-1508,10.64.34.102;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 1:00 PM",,On
Healthy,GJLT-0962,192.168.86.40;10.243.8.245;,Windows 10 Enterprise,Intercept X Advanced,e022314,"Jul 7, 2023 12:59 PM",,On
Healthy,GJPC-0493,10.27.5.176;,Windows 10 Enterprise Evaluation,Intercept X Advanced,e023849,"Jul 7, 2023 12:59 PM",,On
Healthy,GJLT-0959,10.33.4.112;,Windows 10 Enterprise,Intercept X Advanced,e102178,"Jul 7, 2023 12:58 PM",,On
Healthy,GJLT-4054,10.54.4.138;,Windows 10 Enterprise,Intercept X Advanced,e101419,"Jul 7, 2023 12:58 PM",,On
Healthy,GJWS-0414,10.27.4.112;,Windows 10 Enterprise,Intercept X Advanced,e020512,"Jul 7, 2023 12:58 PM",,On
Healthy,GJWS-1010,10.43.4.107;,Windows 10 Enterprise,Intercept X Advanced,e104236,"Jul 7, 2023 12:58 PM",,On
Healthy,GJLT-1166,10.55.5.109;,Windows 10 Enterprise,Intercept X Advanced,e101907,"Jul 7, 2023 12:56 PM",,On
Healthy,GJPC-0211,10.25.4.100;,Windows 10 Enterprise,Intercept X Advanced,e003386,"Jul 7, 2023 12:56 PM",,On
Healthy,GJLT-0868,10.29.4.177;,Windows 10 Enterprise,Intercept X Advanced,e103508,"Jul 7, 2023 12:55 PM",,On
Questionable,GJWS-1542,10.64.34.187;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jul 7, 2023 12:55 PM",,On
Healthy,GJWS-1546,10.56.4.186;,Windows 10 Enterprise,Intercept X Advanced,e103216,"Jul 7, 2023 12:55 PM",,On
Healthy,GJPC-0464,10.54.4.182;10.54.5.123;10.182.212.123;,Windows 10 Enterprise,Intercept X Advanced,e104340,"Jul 7, 2023 12:54 PM",,On
Healthy,GJLT-0549,192.168.20.107;10.243.8.234;,Windows 10 Enterprise,Intercept X Advanced,andy,"Jul 7, 2023 12:51 PM",,On
Healthy,GJLT-0883,10.30.5.102;,Windows 10 Enterprise,Intercept X Advanced,e009460,"Jul 7, 2023 12:51 PM",,On
Healthy,GJPC-0286,10.38.4.102;,Windows 10 Enterprise,Intercept X Advanced,e008975,"Jul 7, 2023 12:51 PM",,On
Healthy,GJWS-0799,10.64.4.111;,Windows 10 Enterprise,Intercept X Advanced,e104105,"Jul 7, 2023 12:51 PM",,On
Healthy,GJLT-0780,10.58.5.187;,Windows 10 Enterprise,Intercept X Advanced,e102244,"Jul 7, 2023 12:50 PM",,On
Healthy,GJWS-0899,10.42.4.108;,Windows 10 Enterprise,Intercept X Advanced,e022856,"Jul 7, 2023 12:49 PM",,On
Healthy,GJLT-1583,10.64.4.190;,Windows 10 Enterprise,Intercept X Advanced,e008201,"Jul 7, 2023 12:46 PM",,On
Healthy,GJPC-0111,10.55.4.180;10.55.5.229;,Windows 10 Enterprise,Intercept X Advanced,e020411,"Jul 7, 2023 12:45 PM",,On
Healthy,GJWS-4049,10.65.4.105;,Windows 10 Enterprise,Intercept X Advanced,e100924,"Jul 7, 2023 12:44 PM",,On
Healthy,GJLT-1103,10.62.4.101;192.168.30.1;192.168.158.1;,Windows 10 Enterprise,Intercept X Advanced,e016387,"Jul 7, 2023 12:42 PM",,On
Healthy,GJWS-0568,10.55.4.75;,Windows 10 Enterprise,Intercept X Advanced,e023162,"Jul 7, 2023 12:39 PM",,On
Healthy,GJWS-0864,10.29.4.100;,Windows 10 Enterprise,Intercept X Advanced,e101951,"Jul 7, 2023 12:39 PM",,On
Healthy,GJWS-1221,192.168.0.16;192.168.0.19;10.243.8.102;,Windows 10 Enterprise,Intercept X Advanced,e006895,"Jul 7, 2023 12:38 PM",,On
Questionable,GJWS-4057,10.64.5.181;,Windows 10 Enterprise,Intercept X Advanced,e102695,"Jul 7, 2023 12:38 PM",,On
Healthy,GJPC-0279,10.49.4.182;10.49.5.178;,Windows 10 Enterprise,Intercept X Advanced,e103975,"Jul 7, 2023 12:36 PM",,On
Healthy,GJWS-1141,10.20.4.142;,Windows 10 Enterprise,Intercept X Advanced,e100708,"Jul 7, 2023 12:36 PM",,On
Healthy,GJWS-1146,10.23.4.180;,Windows 10 Enterprise,Intercept X Advanced,e104119,"Jul 7, 2023 12:28 PM",,On
Healthy,GJLT-1188,10.19.4.179;,Windows 10 Enterprise,Intercept X Advanced,e104101,"Jul 7, 2023 12:18 PM",,On
Healthy,GJWS-0558,10.64.5.136;,Windows 10 Enterprise,Intercept X Advanced,e002167,"Jul 7, 2023 12:15 PM",,On
Healthy,GJLT-1415,10.63.4.155;10.63.5.100;,Windows 10 Enterprise,Intercept X Advanced,e017088,"Jul 7, 2023 12:11 PM",,On
Healthy,GJWS-0448,10.56.4.109;,Windows 10 Enterprise,Intercept X Advanced,e004315,"Jul 7, 2023 12:08 PM",,On
Healthy,GJLT-0783,10.61.4.100;,Windows 10 Enterprise,Intercept X Advanced,e007112,"Jul 7, 2023 12:07 PM",,On
Healthy,GJWS-1097,10.64.4.122;,Windows 10 Enterprise,Intercept X Advanced,e016519,"Jul 7, 2023 12:04 PM",,On
Healthy,GJLT-0914,10.64.4.105;10.56.5.181;,Windows 10 Enterprise,Intercept X Advanced,e103531,"Jul 7, 2023 12:00 PM",,On
Healthy,GJPC-0418,10.16.4.176;10.16.5.100;,Windows 10 Enterprise,Intercept X Advanced,e102031,"Jul 7, 2023 12:00 PM",,On
Healthy,GJLT-0463,10.36.5.176;,Windows 10 Enterprise,Intercept X Advanced,trainingpc,"Jul 7, 2023 11:56 AM",,On
Healthy,GJLT-1639,10.56.4.183;10.56.5.102;192.168.130.1;192.168.32.1;,Windows 10 Enterprise,Intercept X Advanced,e009753,"Jul 7, 2023 11:56 AM",,On
Healthy,GJLT-1666,10.55.4.72;,Windows 10 Enterprise,Intercept X Advanced,e004884,"Jul 7, 2023 11:56 AM",,On
Healthy,GJDC01VPC008,192.168.39.192;,Windows 10 Enterprise,Intercept X Advanced,ad-e101622,"Jul 7, 2023 11:55 AM",,On
Healthy,GJWS-0738,10.63.4.156;,Windows 10 Enterprise,Intercept X Advanced,e101054,"Jul 7, 2023 11:55 AM",,On
Healthy,GJPC-0081,10.64.5.114;,Windows 10 Education,Intercept X Advanced,e021994,"Jul 7, 2023 11:47 AM",,On
Healthy,GJPC-0393,10.55.4.169;,Windows 10 Enterprise,Intercept X Advanced,e009175,"Jul 7, 2023 11:38 AM",,On
Healthy,GJWS-1011,10.30.4.176;,Windows 10 Enterprise,Intercept X Advanced,e101998,"Jul 7, 2023 11:29 AM",,On
Healthy,GJPC-0224,10.42.4.181;,Windows 10 Enterprise,Intercept X Advanced,e102297,"Jul 7, 2023 11:19 AM",,On
Healthy,GJLT-0972,10.31.4.110;,Windows 10 Enterprise,Intercept X Advanced,e009352,"Jul 7, 2023 11:17 AM",,On
Healthy,GJLT-1150,192.168.0.37;10.243.8.227;2001:8004:5500:6da:72cb:71e2:e53c:c957;2001:8004:5500:6da:d118:f632:237d:9b41;2001:8004:5500:6da:fcc2:a66e:5067:619a,Windows 10 Enterprise,Intercept X Advanced,e101197,"Jul 7, 2023 11:11 AM",,On
Healthy,GJLT-1414,10.30.4.110;10.30.5.100;,Windows 11 Enterprise,Intercept X Advanced,e103279,"Jul 7, 2023 11:05 AM",,On
Healthy,GJWS-0816,10.30.4.182;,Windows 10 Enterprise,Intercept X Advanced,e102721,"Jul 7, 2023 10:41 AM",,On
Healthy,GJLT-1432,192.168.0.24;10.243.8.1;2001:8003:e03d:4001:5d2c:a37e:d5d6:5953;2001:8003:e03d:4001:2c51:ee34:6e0d:2d83,Windows 10 Enterprise,Intercept X Advanced,e018782,"Jul 7, 2023 10:38 AM",,On
Healthy,GJPC-0504,10.54.4.104;10.54.5.111;,Windows 10 Pro,Intercept X Advanced,e103920,"Jul 7, 2023 10:31 AM",,On
Healthy,GJPC-0500,10.54.4.197;10.54.5.100;,Windows 10 Enterprise,Intercept X Advanced,e102783,"Jul 7, 2023 10:27 AM",,On
Healthy,GJLT-1580,10.19.5.178;,Windows 10 Enterprise,Intercept X Advanced,e018285,"Jul 7, 2023 10:20 AM",,On
Healthy,GJPC-0485,10.18.4.180;,Windows 10 Enterprise,Intercept X Advanced,e100659,"Jul 7, 2023 10:19 AM",,On
Healthy,GJLT-1582,10.55.4.246;,Windows 10 Enterprise,Intercept X Advanced,e103391,"Jul 7, 2023 10:06 AM",,On
Healthy,GJPC-0110,10.61.4.173;,Windows 10 Enterprise,Intercept X Advanced,e020985,"Jul 7, 2023 10:02 AM",,On
Healthy,GJLT-1154,172.23.248.104;,Windows 10 Enterprise,Intercept X Advanced,e020032,"Jul 7, 2023 10:00 AM",,On
Healthy,GJPC-0362,192.168.0.16;10.243.11.0;,Windows 10 Enterprise,Intercept X Advanced,e008526,"Jul 7, 2023 9:58 AM",,On
Healthy,GJWS-0579,10.55.4.98;,Windows 10 Enterprise,Intercept X Advanced,e008133,"Jul 7, 2023 9:40 AM",,On
Healthy,GJTA-0626,192.168.0.25;,Windows 10 Enterprise,Intercept X Advanced,e009713,"Jul 7, 2023 9:38 AM",,On
Healthy,GJLT-4043,172.20.10.3;10.243.8.25;2001:8004:2768:9216:a0c4:13b7:2486:a9b9;2001:8004:2768:9216:d1d7:13ce:c085:2fae,Windows 10 Enterprise,Intercept X Advanced,e006118,"Jul 7, 2023 9:26 AM",,On
Healthy,GJLT-0604,10.54.4.239;192.168.0.5;10.243.9.44;,Windows 10 Enterprise,Intercept X Advanced,e016343,"Jul 7, 2023 9:24 AM",,On
Healthy,GJPC-0205,192.168.1.14;10.243.10.135;,Windows 10 Enterprise,Intercept X Advanced,e017289,"Jul 7, 2023 9:16 AM",,On
Healthy,GJLT-1619,10.64.227.84;10.243.8.55;,Windows 10 Enterprise,Intercept X Advanced,e104339,"Jul 7, 2023 8:55 AM",,On
Healthy,GJLT-1685,192.168.86.60;10.243.8.12;,Windows 10 Enterprise,Intercept X Advanced,e104064,"Jul 7, 2023 8:51 AM",,On
Healthy,GJLT-0871,10.29.4.101;,Windows 10 Enterprise,Intercept X Advanced,e104237,"Jul 7, 2023 8:47 AM",,On
Healthy,GJLT-0344,10.64.4.125;10.64.5.111;,Windows 10 Enterprise,Intercept X Advanced,e103830,"Jul 7, 2023 8:34 AM",,On
Healthy,GJLT-0437,10.54.4.203;10.54.5.194;,Windows 10 Enterprise,Intercept X Advanced,e104035,"Jul 7, 2023 8:28 AM",,On
Healthy,GJWS-0740,192.168.38.127;,Windows 10 Enterprise,Intercept X Advanced,e006232,"Jul 7, 2023 8:18 AM",,On
Healthy,GJPC-0491,10.33.4.111;10.33.5.107;,Windows 10 Pro,Intercept X Advanced,e008360,"Jul 7, 2023 8:07 AM",,On
Healthy,GJLT-1023,192.168.70.70;10.243.8.46;,Windows 10 Enterprise,Intercept X Advanced,e103416,"Jul 7, 2023 7:29 AM",,On
Healthy,GJPC-0469,10.64.5.123;10.80.115.217;,Windows 10 Enterprise,Intercept X Advanced,e004635,"Jul 7, 2023 7:15 AM",,On
Healthy,GJPC-0480,192.168.0.102;10.116.96.191;10.243.10.11;2001:8003:d149:4401:8ae:d2bf:eaf8:8cfe;2001:8003:d149:4401:b97d:d6f1:5534:77e0,Windows 10 Enterprise,Intercept X Advanced,e100976,"Jul 7, 2023 7:10 AM",,On
Healthy,GJLT-1616,192.168.68.132;10.243.8.16;,Windows 10 Enterprise,Intercept X Advanced,e016425,"Jul 7, 2023 7:07 AM",,On
Healthy,GJTA-0581,10.243.9.55;192.168.0.218;2001:8003:edc9:4e01:8990:a642:64fd:d34f;2001:8003:edc9:4e01:9c83:96ac:dc00:edfc,Windows 10 Enterprise,Intercept X Advanced,e023755,"Jul 7, 2023 6:57 AM",,On
Healthy,GJLT-1403,172.20.10.2;10.243.8.95;,Windows 10 Enterprise,Intercept X Advanced,e101226,"Jul 7, 2023 6:50 AM",,On
Healthy,GJLT-1423,192.168.1.16;,Windows 10 Enterprise,Intercept X Advanced,e100636,"Jul 7, 2023 6:31 AM",,On
Healthy,GJLT-1592,192.168.0.238;192.168.25.1;192.168.239.1;2001:8003:617c:4601:a1e1:b77f:4097:33b1;2001:8003:617c:4601:7540:f713:11a8:344b,Windows 10 Enterprise,Intercept X Advanced,e102909,"Jul 7, 2023 6:28 AM",,On
Healthy,GJLT-1659,192.168.0.21;10.243.8.58;,Windows 10 Enterprise,Intercept X Advanced,e103296,"Jul 7, 2023 6:17 AM",,On
Healthy,GJTA-1583,10.64.5.186;,Windows 10 Enterprise,Intercept X Advanced,e018337,"Jul 7, 2023 6:00 AM",,On
Healthy,GJLT-0912,10.64.5.173;,Windows 10 Enterprise,Intercept X Advanced,e102055,"Jul 7, 2023 5:22 AM",,On
Healthy,GJLT-1642,10.64.5.106;192.168.73.1;192.168.121.1;,Windows 10 Enterprise,Intercept X Advanced,e008357,"Jul 7, 2023 4:41 AM",,On
Questionable,GJDC01VPC009,192.168.39.120;,Windows 10 Enterprise,Intercept X Advanced,svc_vaultjob,"Jul 7, 2023 4:20 AM",,On
Healthy,GJLT-0960,192.168.0.43;10.243.8.152;2001:8003:e476:7401:f02c:e398:d628:26f5;2001:8003:e476:7401:a53d:3560:86d8:7b41,Windows 10 Enterprise,Intercept X Advanced,e103332,"Jul 6, 2023 9:29 PM",,On
Healthy,GJLT-1419,192.168.0.59;10.63.36.31;10.243.8.24;2001:8003:2344:2f01:689a:3ab8:abe9:6135;2001:8003:2344:2f01:6056:7fa8:8064:f905,Windows 10 Enterprise,Intercept X Advanced,e101525,"Jul 6, 2023 8:59 PM",,On
Healthy,GJLT-1209,10.64.5.101;,Windows 10 Enterprise,Intercept X Advanced,e101591,"Jul 6, 2023 8:51 PM",,On
Healthy,GJPC-0369,10.64.5.190;,Windows 10 Enterprise,Intercept X Advanced,e021243,"Jul 6, 2023 8:45 PM",,On
Healthy,GJPC-0357,192.168.0.193;10.243.8.77;2001:8003:ec03:500:3371:d267:e1d:43a;2001:8003:ec03:500:285c:8328:3042:3897,Windows 10 Enterprise,Intercept X Advanced,e018881,"Jul 6, 2023 8:34 PM",,On
Healthy,GJLT-1440,192.168.1.115;10.243.8.29;,Windows 10 Enterprise,Intercept X Advanced,e103784,"Jul 6, 2023 7:18 PM",,On
Healthy,GJLT-0957,10.33.5.106;,Windows 10 Enterprise,Intercept X Advanced,e103640,"Jul 6, 2023 6:54 PM",,On
Healthy,GJLT-0765,10.55.5.198;,Windows 10 Enterprise,Intercept X Advanced,e023696,"Jul 6, 2023 6:13 PM",,On
Healthy,GJLT-1022,10.43.4.103;,Windows 10 Enterprise,Intercept X Advanced,e102979,"Jul 6, 2023 5:18 PM",,On
Healthy,GJLT-0719,10.67.4.101;,Windows 10 Enterprise,Intercept X Advanced,e104281,"Jul 6, 2023 4:59 PM",,On
Healthy,GJLT-1650,10.55.4.84;10.97.43.20;,Windows 10 Enterprise,Intercept X Advanced,e005109,"Jul 6, 2023 4:58 PM",,On
Healthy,GJLT-1539,10.54.4.191;10.54.5.119;,Windows 10 Enterprise,Intercept X Advanced,e006731,"Jul 6, 2023 4:41 PM",,On
Healthy,GJLT-0426,10.55.4.164;10.55.5.200;,Windows 10 Enterprise,Intercept X Advanced,e003375,"Jul 6, 2023 4:30 PM",,On
Healthy,GJLT-0351,10.54.4.173;,Windows 10 Enterprise,Intercept X Advanced,e103305,"Jul 6, 2023 4:27 PM",,On
Healthy,GJPC-0148,10.54.4.141;10.54.5.184;10.62.72.203;,Windows 10 Enterprise,Intercept X Advanced,e008188,"Jul 6, 2023 4:17 PM",,On
Healthy,GJTA-1223,192.168.8.143;10.243.9.60;,Windows 10 Enterprise,Intercept X Advanced,e102878,"Jul 6, 2023 4:06 PM",,On
Healthy,GJLT-1663,10.54.4.100;,Windows 10 Enterprise,Intercept X Advanced,e101156,"Jul 6, 2023 4:00 PM",,On
Healthy,GJPC-0477,10.60.5.180;,Windows 10 Enterprise,Intercept X Advanced,e003942,"Jul 6, 2023 3:54 PM",,On
Healthy,GJLT-1516,10.20.4.118;,Windows 10 Enterprise,Intercept X Advanced,e100815,"Jul 6, 2023 3:51 PM",,On
Healthy,GJLT-1031,192.168.1.13;10.243.8.81;,Windows 10 Enterprise,Intercept X Advanced,e102505,"Jul 6, 2023 3:47 PM",,On
Healthy,GJWS-0602,10.55.4.74;,Windows 10 Enterprise,Intercept X Advanced,e023218,"Jul 6, 2023 3:46 PM",,On
Healthy,GJPC-0187,192.168.0.4;10.243.10.3;,Windows 10 Enterprise,Intercept X Advanced,e103442,"Jul 6, 2023 3:28 PM",,On
Healthy,GJLT-1194,10.30.4.107;,Windows 10 Enterprise,Intercept X Advanced,e103611,"Jul 6, 2023 3:16 PM",,On
Healthy,GJWS-0431,10.56.4.118;,Windows 10 Enterprise,Intercept X Advanced,e104282,"Jul 6, 2023 3:15 PM",,On
Healthy,GJPC-0415,10.34.4.181;,Windows 10 Enterprise,Intercept X Advanced,e102872,"Jul 6, 2023 3:14 PM",,On
Healthy,GJPC-0392,10.20.4.106;,Windows 10 Enterprise,Intercept X Advanced,e022656,"Jul 6, 2023 3:00 PM",,On
Healthy,GJLT-1220,10.31.5.100;,Windows 10 Enterprise,Intercept X Advanced,e017988,"Jul 6, 2023 2:57 PM",,On
Healthy,GJWS-0746,10.49.4.184;,Windows 10 Enterprise,Intercept X Advanced,e101545,"Jul 6, 2023 2:49 PM",,On
Healthy,GJWS-0747,10.49.4.183;,Windows 10 Enterprise,Intercept X Advanced,e021546,"Jul 6, 2023 2:40 PM",,On
Healthy,GJWS-1052,10.54.4.102;,Windows 10 Enterprise,Intercept X Advanced,e104035,"Jul 6, 2023 2:32 PM",,On
Healthy,GJLT-1152,10.41.4.179;10.41.5.177;,Windows 10 Enterprise,Intercept X Advanced,e101660,"Jul 6, 2023 2:22 PM",,On
Questionable,GJLT-0352,10.54.4.132;10.54.5.205;,Windows 10 Enterprise,Intercept X Advanced,e103719,"Jul 6, 2023 2:19 PM",,On
Healthy,GJWS-1175,10.35.4.113;,Windows 10 Enterprise,Intercept X Advanced,e103339,"Jul 6, 2023 2:18 PM",,On
Healthy,GJLT-0946,10.34.4.180;,Windows 10 Enterprise,Intercept X Advanced,e005459,"Jul 6, 2023 1:52 PM",,On
Healthy,GJWS-0751,10.31.4.114;,Windows 10 Enterprise,Intercept X Advanced,e102045,"Jul 6, 2023 1:32 PM",,On
Healthy,GJLT-0995,10.55.4.188;,Windows 10 Enterprise,Intercept X Advanced,e005815,"Jul 6, 2023 1:30 PM",,On
Healthy,GJPC-0461,10.56.5.183;192.168.245.1;192.168.207.1;,Windows 10 Enterprise,Intercept X Advanced,e023609,"Jul 6, 2023 1:27 PM",,On
Healthy,GJTA-4065,10.56.5.182;,Windows 10 Enterprise,Intercept X Advanced,e102497,"Jul 6, 2023 1:24 PM",,On
Healthy,GJPC-0342,10.20.5.102;,Windows 10 Enterprise,Intercept X Advanced,e101611,"Jul 6, 2023 1:19 PM",,On
Healthy,GJWS-1174,10.35.4.108;,Windows 10 Enterprise,Intercept X Advanced,e102483,"Jul 6, 2023 1:19 PM",,On
Healthy,GJLT-0411,192.168.0.218;,Windows 10 Enterprise,Intercept X Advanced,Nathan Powell,"Jul 6, 2023 1:15 PM",,On
Healthy,GJWS-0758,10.67.4.179;,Windows 10 Enterprise,Intercept X Advanced,e018430,"Jul 6, 2023 1:08 PM",,On
Healthy,GJLT-0332,10.0.0.9;10.243.8.255;,Windows 10 Enterprise,Intercept X Advanced,c900004,"Jul 6, 2023 12:29 PM",,On
Healthy,GJPC-0313,10.33.5.112;10.74.164.121;,Windows 10 Enterprise,Intercept X Advanced,e009457,"Jul 6, 2023 12:07 PM",,On
Healthy,GJLT-0850,10.27.5.187;,Windows 10 Enterprise,Intercept X Advanced,e100357,"Jul 6, 2023 11:49 AM",,On
Healthy,GJLT-1034,10.45.4.176;,Windows 10 Enterprise,Intercept X Advanced,e101608,"Jul 6, 2023 11:41 AM",,On
Healthy,GJPC-0413,10.64.4.124;10.64.5.115;,Windows 10 Enterprise,Intercept X Advanced,e022651,"Jul 6, 2023 11:37 AM",,On
Healthy,GJLT-0809,192.168.1.129;10.243.8.118;2403:4800:7451:1101:1c3f:c6fd:966f:3537;2403:4800:7451:1101:29b8:e935:dd88:5265,Windows 10 Enterprise,Intercept X Advanced,e102297,"Jul 6, 2023 11:34 AM",,On
Healthy,GJPC-0502,10.54.4.212;,Windows 10 Enterprise LTSC 2021,Intercept X Advanced,operator,"Jul 6, 2023 11:24 AM",,On
Healthy,GJLT-0622,10.0.0.70;10.243.8.200;2001:8003:37c5:9900:66f4:689c:d54d:fc04;2001:8003:37c5:9900:291b:3837:7dba:cc3a,Windows 10 Enterprise,Intercept X Advanced,e001130,"Jul 6, 2023 10:48 AM",,On
Questionable,GJWS-0599,10.33.5.97;192.168.56.1;,Windows 10 Enterprise,Intercept X Advanced,GJLocalAdmin,"Jul 6, 2023 9:38 AM",,On
Healthy,GJWS-1098,10.54.4.167;,Windows 10 Enterprise,Intercept X Advanced,e104035,"Jul 6, 2023 9:25 AM",,On
Healthy,GJLT-1030,10.0.0.16;10.243.9.6;2001:8003:6481:2500:b54:4f56:d6a3:9397;2001:8003:6481:2500:7d88:6c8f:d192:e67b,Windows 10 Enterprise,Intercept X Advanced,e017202,"Jul 6, 2023 9:24 AM",,On
Healthy,GJWS-0732,10.68.4.102;,Windows 10 Enterprise,Intercept X Advanced,e001571,"Jul 6, 2023 8:42 AM",,On
Healthy,GJPC-0416,10.55.5.180;,Windows 10 Enterprise,Intercept X Advanced,e104262,"Jul 6, 2023 6:40 AM",,On
Healthy,GJPC-T4RiACLB8l,10.54.4.212;,Windows 10 Enterprise LTSC 2021,Intercept X Advanced,operator,"Jul 6, 2023 6:20 AM",,On
Healthy,GJPC-0323,10.1.1.207;10.146.127.30;10.243.10.199;,Windows 10 Enterprise,Intercept X Advanced,e005492,"Jul 6, 2023 5:51 AM",,On
Healthy,GJLT-4059,192.168.20.8;,Windows 10 Enterprise,Intercept X Advanced,e021295,"Jul 6, 2023 12:34 AM",,On
Healthy,GJPC-0498,192.168.0.206;10.243.10.27;2001:8003:e819:1500:3369:4d06:a733:e86d;2001:8003:e819:1500:a485:9474:dc61:2ac7,Windows 10 Enterprise,Intercept X Advanced,e021928,"Jul 5, 2023 9:49 PM",,On
Healthy,GJLT-1631,10.0.0.231;10.243.8.92;,Windows 10 Enterprise,Intercept X Advanced,e103894,"Jul 5, 2023 7:44 PM",,On
Healthy,GJLT-0467,10.55.4.57;,Windows 10 Enterprise,Intercept X Advanced,e016613,"Jul 5, 2023 4:33 PM",,On
Healthy,GJLT-0548,10.54.4.131;,Windows 10 Enterprise,Intercept X Advanced,c900237,"Jul 5, 2023 4:24 PM",,On
Healthy,GJLT-1617,10.0.0.3;10.89.124.141;2001:8003:4447:a600:e649:3913:f87f:ba49;2001:8003:4447:a600:91b6:8c2:dfdc:65a2,Windows 10 Enterprise,Intercept X Advanced,e020293,"Jul 5, 2023 4:24 PM",,On
Healthy,GJWS-0370,10.54.4.133;,Windows 10 Enterprise,Intercept X Advanced,e003687,"Jul 5, 2023 4:02 PM",,On
Healthy,GJTA-1201,10.55.4.142;10.55.5.196;10.11.178.145;,Windows 10 Enterprise,Intercept X Advanced,e019295,"Jul 5, 2023 4:00 PM",,On
Healthy,GJLT-1430,10.30.5.104;,Windows 10 Pro,Intercept X Advanced,e019640,"Jul 5, 2023 3:57 PM",,On
Healthy,GJWS-1063,10.25.4.105;,Windows 10 Enterprise,Intercept X Advanced,e101226,"Jul 5, 2023 3:40 PM",,On
Healthy,GJWS-1002,10.41.4.180;,Windows 10 Enterprise,Intercept X Advanced,e005492,"Jul 5, 2023 3:34 PM",,On
